збор,значење,примери,граматички определби,преводи на други јазици,извор
џокер,,,,,
џомитки / џомити / џоа,навидум (диј. прилепски),,,,
џонглира,(диј. ),,,,
Џонсон,,,,,
џорке,,,,,
џрџлии,кајсии (диј. струмички),,,,
Џуап – да се справиш со одредена ситуација,,,,,
Џуба,,,,,
џубокс,,,,,
џудист,,,,,
џудо,,,,,
џукела,,,,,
џукелиште,,,,,
џумбус,,,,,
џумбус,(диј. ),,,,
џумбуш,веселба,,,,
џумбуш,растурено (диј. битолски),,,,
џумка,,,,,
џумка,"потечено место после јак удар, најчесто на главата (диј. )",,,,
џунгла,,,,,
џунглиште,,,,,
Џунџуле,растение,,,,
џупски,,,,,
џуџе,,,,,
џуџест,,,,,
Џуџеста Бреза,растение,,,,
шаблон,(диј. ),,,,
шаблонизира,,,,,
Шавар,растение,,,,
шајак,,,,,
шајачни,,,,,
шајка,(диј. ),,,,
шајка,,,,,
шака,,,,,
шала,,,,,
шалабајзер,,,,,
шалабајзер,,,,,
шалган,,,,,
шалот,козји лук,,,,
Шамандосан – изветреан,,,,,
шамариште,,,,,
"Шамата – прави врева, гужва, збрка",,,,,
шамииште,,,,,
шампиониште,,,,,
шампониште,,,,,
шамче,шамија (диј. ),,,,
шанаѓуриште,,,,,
шандан,,,,,
шанкер,,,,,
шанкериште,,,,,
шанкуре,фрае (диј.),,,,
шапки,пуканки (диј. богдански),,,,
шапшал,,,,,
шара,,,,,
шарановиден,,,,,
Шарвета – марама,,,,,
шарен,,,,,
Шарена Коприва,растение,,,,
шареник,,"1. 
2. птица/пеперутка",,,
шаренокрилест,,,,,
шарка,,,,,
шарко,,,,,
Шарлах,,,,,
шармериште,,,,,
шарпланинец,,,,,
Шарпланинец,,,,,
Шартар – фиока,,,,,
шасија,,,,,
шатор,"1. 
2. чадор (диј. прилепски)",,,,
шаториште,,,,,
шафран,,,,,
шах,,,,,
шах,,,,,
шаховничар,,птица/пепертука,,,
Шашардисан-замаен,,,,,
шаштисви / шчаштиси / шчаштиства,,,,,
швенк,движење на камерата при снимање филм,,,,
шверцериште,,,,,
шебек,мало човече (диј. велешки),,,,
шевја,алишта (диј. радовишки),,,,
шегаџија,,,,,
шегобиец,,,,,
шегобиец,,,,,
шегува,,,,,
Шеј – предмет,,,,,
шејве,облека (диј. ),,,,
шејтаниште,,,,,
шеќер,,,,,
шекерац (пченка),,,,,
Шеќерна Болест,,,,,
Шеќерна Болест Од Тип 1,,,,,
Шеќерна Трска,растение,,,,
шеќерноинтензивен,,,,,
шеќерпаре,секое благо јадење кое се прелива со шербет (диј. ),,,,
шеќерче,бонбонче,,,,
шема,,,,,
шематизиран,,,,,
шемше,чадор (диј. ресенски),,,,
шепа,,,,,
шепиште,,,,,
шепне,,,,,
шербет,(диј. ),,,,
шербетиште,,,,,
шери/чери домат,,,,,
шерифиште,,,,,
шерпа,(диј. ),,,,
шерпиште,,,,,
шест,,,,,
шестариште,,,,,
шестгодишен,,,,,
шесточлен,,,,,
шеталиште,,,,,
шеталиште,,,,,
шеталиште,,,,,
шеши,гл. (се) мува (диј. ),,,,
шешир,,,,,
шешириште,,,,,
шивач,,,,,
шивач,,,,,
шивач,,,,,
шиење,,,,,
шижимка,врвка (диј. ),,,,
шизичиште,,,,,
шилест,,,,,
шилец,,,,,
шинет,,,,,
шиник,мерка за жито (диј. штипски),,,,
шинобусиште,,,,,
шинување,,,,,
Шип,растение,,,,
шипи,,,,,
шипинка,,,,,
шипинка,,,,,
Шипинка,растение,,,,
шипка,,,,,
шипка,,,,,
шипка,,,,,
шипка,,,,,
шира,,,,,
шира,,,,,
ширинка,,,,,
Широкобоцкаст Кактус,растение,,,,
широколисен,,,,,
широколистен,,,,,
Широколистен Тегавец,растение,,,,
широкоопашест,,,,,
широчина,,,,,
широчина,,,,,
широчинка,,,,,
Шистосомијаза,,,,,
шифоњериште,,,,,
шишарка,,,,,
шише,,,,,
шише,,,,,
шишест,,,,,
шишиште,,,,,
шишка,,,,,
шишки,(диј. ),,,,
шишкиште,,,,,
шкаф,,,,,
шкембе,,,,,
шкето(то),,,,,
школка,,,,,
школкест,,,,,
школство,,,,,
шкрапало,,,,,
шкрето,кутро (диј. ),,,,
шкрилец,,,,,
шкрилец,,,,,
шлајм,,,,,
шлаканица,(диј. ),,,,
шлаканичиште,,,,,
шлакутница,нечистотија (диј. велешки),,,,
шлаф,црево за наводнување (диј. ),,,,
шлем,,,,,
шлемест,,,,,
шлепериште,,,,,
шливка,,,,,
шливка,,,,,
шлука,,птица,,,
шлука,,,,,
шлука,,,,,
шљачкан,матен (диј. тетовски),,,,
шљупка,лушпа (диј. ),,,,
шмекериште,,,,,
шмизла,,,,,
шмизлиште,,,,,
шминка,,,,,
шминка,,,,,
шмирглање,,,,,
Шмита – шета,,,,,
шмокљо,,,,,
шнајдер,,,,,
шнола,,,,,
шнола,,,,,
шнолиште,,,,,
шо,(диј. ),,,,
шолја,"1. 
2. филџан (диј. )",,,,
шолјиште,,,,,
шоп/-ка,,,,,
Шоплук,,,,,
шорцеви,,,,,
шофер,,,,,
шофериште,,,,,
шофершајбна,,,,,
шпаклиште,,,,,
шпаргла,,,,,
Шпаргла,растение,,,,
шпекулант,,,,,
шпенка,(диј. ),,,,
шпиониште,,,,,
шпирто,кибрит (диј. ),,,,
Шпирто – кибрит,,,,,
шпорет,,,,,
шпоретиште,,,,,
шпроткаеност,nina,,,,
штаб,,,,,
штабиште,,,,,
Штавел,растение,,,,
штавељ,,,,,
штала,,,,,
штала,,,,,
штала,,,,,
шталиште,,,,,
штама,тишина,,,,
штедар,,,,,
штедилница,,,,,
штедилница,,,,,
штекер,,,,,
штекер,,,,,
штекериште,,,,,
штерка,ќерка (диј. ),,,,
штетник,,,,,
штикла,"1. обувка
2. знак",,,,
штиклира,,,,,
штиклиште,,,,,
штипка,,,,,
штипски,,,,,
штипски,,,,,
штир,,,,,
штир,,,,,
Штир,растение,,,,
штиров,,,,,
штит,,,,,
штитоносец,,,,,
штичиште,,,,,
што,(диј. ),,,,
штракало,,,,,
штракало,,,,,
штрафилица,,,,,
штрбав,,,,,
штрк,,,,,
штрк,,,,,
штрумф,,,,,
штуковиден,,,,,
Штура Класатка,растение,,,,
штурец,,,,,
штурче,,,,,
штуца,,,,,
шубарест,,,,,
шубариште,,,,,
шубе,сомнеж,,,,
шубе,,,,,
шубе,"1.
2. сомнеж (диј. битолски)",,,,
Шуга,,,,,
шугав,,,,,
шуќур,"фала богу, конечно",,,,
шуќур,(диј. ),,,,
шум,,,,,
шума,,,,,
шума,,,,,
шумар,,,,,
Шумарига,растение,,,,
шумарство,,,,,
шумарство,,,,,
шумиште,,,,,
шумкаст,,,,,
шумлив,,,,,
шумлив,,,,,
шумник,,,,,
шумовит,,,,,
Шумска Јагода,растение,,,,
шумски,,,,,
Шумски Тутун,растение,,,,
шупа,,,,,
шупак,,,,,
шупачиште,,,,,
шуплив,,,,,
шут,"1. ѓубре
2. со нога движење",,,,
шутрак,,,,,
шутрак,,,,,
шутрачиште,,,,,
шутуека,тутурутка,,,,
шушкавец,1. облека вид,,,,
шушкавец,,,,,
шушкавец,,,,,
шушљупац,,,,,
шушумига,,,,,
шчерка,ќерка (диј. малешевски),,,,
,(диј. македонскокаменички),,,,
,(диј. гевгелиски),,,,
педерастичен,,,,,
сложеноцветен,,,,,
различник,растение,,,,
главоцветен,,,,,
поддисциплина,,,,,
потточка,,,,,
поетологија,,,,,
драматургија,,,,,
наратологија,,,,,
патиште,,,,,
безмалку,,,,,
феноменолошки,,,,,
структуралистички,,,,,
семиотички,,,,,
постструктуралистички,,,,,
деконструктивистички,,,,,
интертекстуален,,,,,
имаголошка,,,,,
именски,,,,,
глаголски,,,,,
придавски,,,,,
културолошки,,,,,
постколонијален,,,,,
интеркултуролошки,,,,,
интердициплинарен,,,,,
непрегледен,,,,,
ораторство,,,,,
филилог,,,,,
енолог,,,,,
агроном,,,,,
алкотека,,,,,
грничарство,,,,,
расудување,,,,,
очудување,,,,остранение,
логоцентричен,,,,,
предвесник,,,,претеча,
буревесник,,,,,
распознава,,,,,
превениенција,,,,,
подем,,,,,
суштина,,,,,
микроструктура,,,,,
макроструктура,,,,,
законитост,,,,,
строеж,,,,,
устројство,,,,,
составка,,,,,
состав,,,,,
бинаризам,,,,,
истороден,,,,,
двороден,,,,,
театрологија,,,,,
набргу,,,,,
неисторичност,,,,,
историчност,,,,,
шематизираност,,,,,
длабински,,,,,
импотентност,,,,,
анемичност,,,,,
постулат,,,,,
недоглед,,,,,
двоглед,,,,,
доглед,,,,,
распрснување,,,,,
самоникнат,,,,,
самоник,растение,,,,
архитекст,,,,,
теанстекстуалност,,,,,
паратекстуалност,,,,,
хипертекстуалност,,,,,
